state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,actions,rewards,dones
0.0,0.0,375972800.0,110000.0,8679750000.0,0.0,47864.0,19.0,0,110000,0
0.0,0.0,375972800.0,110000.0,0.0,0.0,49364.0,19.0,1,110000,0
1.0,135000.0,12451.0,10000.0,186765.0,0.0,49500.0,0.0,0,10000,0
0.0,0.0,375972800.0,110000.0,5263619000.0,0.0,64520.0,20.0,0,110000,0
0.0,0.0,375972800.0,110000.0,5639592000.0,0.0,64572.0,20.0,0,110000,0
0.0,0.0,375972800.0,110000.0,6015565000.0,0.0,66072.0,20.0,0,110000,0
0.0,0.0,375972800.0,110000.0,6391537700.0,0.0,67572.0,20.0,0,110000,0
0.0,0.0,375972800.0,110000.0,5263619000.0,0.0,64520.0,20.0,0,110000,0
0.0,0.0,375972800.0,110000.0,5639592000.0,0.0,64572.0,20.0,0,110000,0
0.0,0.0,375972800.0,110000.0,6015565000.0,0.0,66072.0,20.0,0,110000,0
0.0,0.0,375972800.0,110000.0,6391537700.0,0.0,67572.0,20.0,0,110000,0
0.0,0.0,401474180.0,110000.0,0.0,0.0,69072.0,20.0,1,110000,0
0.0,0.0,401474180.0,110000.0,2007370900.0,0.0,75072.0,21.0,0,110000,0
0.0,0.0,401474180.0,110000.0,2408845000.0,0.0,76572.0,21.0,0,110000,0
0.0,0.0,401474180.0,110000.0,2810319000.0,0.0,78072.0,21.0,0,110000,0
0.0,0.0,401474180.0,110000.0,3211793400.0,0.0,79572.0,21.0,0,110000,0
0.0,0.0,401474180.0,110000.0,3613267500.0,0.0,81072.0,21.0,0,110000,0
0.0,0.0,401474180.0,110000.0,2408845000.0,0.0,76572.0,21.0,0,110000,0
0.0,0.0,401474180.0,110000.0,2810319000.0,0.0,78072.0,21.0,0,110000,0
0.0,0.0,401474180.0,110000.0,3211793400.0,0.0,79572.0,21.0,0,110000,0
0.0,0.0,401474180.0,110000.0,3613267500.0,0.0,81072.0,21.0,0,110000,0
0.0,0.0,401474180.0,110000.0,0.0,0.0,82572.0,21.0,1,110000,0
1.0,120000.0,9830.0,10000.0,196595.0,0.0,51000.0,0.0,0,10000,0
0.0,0.0,426975520.0,110000.0,2032872200.0,0.0,88572.0,22.0,0,110000,0
0.0,0.0,426975520.0,110000.0,2459847700.0,0.0,90072.0,22.0,0,110000,0
0.0,0.0,426975520.0,110000.0,2886823200.0,0.0,91572.0,22.0,0,110000,0
0.0,0.0,426975520.0,110000.0,3313799000.0,0.0,93072.0,22.0,0,110000,0
0.0,0.0,426975520.0,110000.0,2032872200.0,0.0,88572.0,22.0,0,110000,0
0.0,0.0,426975520.0,110000.0,2459847700.0,0.0,90072.0,22.0,0,110000,0
0.0,0.0,426975520.0,110000.0,2886823200.0,0.0,91572.0,22.0,0,110000,0
0.0,0.0,426975520.0,110000.0,3313799000.0,0.0,93072.0,22.0,0,110000,0
0.0,0.0,426975520.0,110000.0,0.0,0.0,94572.0,22.0,1,110000,0
0.0,0.0,426975520.0,110000.0,0.0,0.0,94572.0,22.0,1,110000,0
0.0,0.0,426975520.0,110000.0,426975520.0,0.0,94572.0,23.0,0,110000,0
0.0,0.0,426975520.0,110000.0,853951040.0,0.0,96072.0,23.0,0,110000,0
0.0,0.0,426975520.0,110000.0,1280926600.0,0.0,97572.0,23.0,0,110000,0
0.0,0.0,426975520.0,110000.0,1707902100.0,0.0,99072.0,23.0,0,110000,0
0.0,0.0,426975520.0,110000.0,426975520.0,0.0,94572.0,23.0,0,110000,0
0.0,0.0,426975520.0,110000.0,853951040.0,0.0,96072.0,23.0,0,110000,0
0.0,0.0,426975520.0,110000.0,1280926600.0,0.0,97572.0,23.0,0,110000,0
0.0,0.0,426975520.0,110000.0,1707902100.0,0.0,99072.0,23.0,0,110000,0
0.0,0.0,426975520.0,110000.0,0.0,0.0,100572.0,23.0,1,110000,0
0.0,0.0,393421100.0,100000.0,9283567000.0,0.0,69992.0,24.0,0,100000,0
0.0,0.0,393421100.0,100000.0,9676987000.0,0.0,70044.0,24.0,0,100000,0
0.0,0.0,393421100.0,100000.0,10070408000.0,0.0,70116.0,24.0,0,100000,0
1.0,150000.0,0.0,90000.0,0.0,0.0,39000.0,0.0,0,90000,0
1.0,150000.0,0.0,90000.0,0.0,0.0,40500.0,0.0,0,90000,0
0.0,0.0,393421100.0,100000.0,9676987000.0,0.0,70044.0,24.0,0,100000,0
0.0,0.0,393421100.0,100000.0,10070408000.0,0.0,70116.0,24.0,0,100000,0
1.0,150000.0,0.0,90000.0,0.0,0.0,39000.0,0.0,0,90000,0
1.0,150000.0,0.0,90000.0,0.0,0.0,40500.0,0.0,0,90000,0
0.0,0.0,393421100.0,100000.0,0.0,0.0,70188.0,24.0,1,100000,0
0.0,0.0,393421100.0,100000.0,3540790000.0,0.0,73596.0,25.0,0,100000,0
0.0,0.0,393421100.0,100000.0,3934211000.0,0.0,73648.0,25.0,0,100000,0
0.0,0.0,393421100.0,100000.0,4327632000.0,0.0,73700.0,25.0,0,100000,0
0.0,0.0,393421100.0,100000.0,4721053000.0,0.0,75200.0,25.0,0,100000,0
0.0,0.0,393421100.0,100000.0,5114474500.0,0.0,76700.0,25.0,0,100000,0
0.0,0.0,393421100.0,100000.0,3934211000.0,0.0,73648.0,25.0,0,100000,0
0.0,0.0,393421100.0,100000.0,4327632000.0,0.0,73700.0,25.0,0,100000,0
0.0,0.0,393421100.0,100000.0,4721053000.0,0.0,75200.0,25.0,0,100000,0
0.0,0.0,393421100.0,100000.0,5114474500.0,0.0,76700.0,25.0,0,100000,0
0.0,0.0,393421100.0,100000.0,0.0,0.0,78200.0,25.0,1,100000,0
0.0,0.0,479320450.0,150000.0,16145718000.0,0.0,96796.0,26.0,0,150000,0
0.0,0.0,479320450.0,150000.0,16625039000.0,0.0,96848.0,26.0,0,150000,0
0.0,0.0,479320450.0,150000.0,17104359000.0,0.0,96900.0,26.0,0,150000,0
0.0,0.0,479320450.0,150000.0,17583680000.0,0.0,96952.0,26.0,0,150000,0
0.0,0.0,479320450.0,160000.0,18063000000.0,0.0,94004.0,26.0,0,160000,0
0.0,0.0,479320450.0,150000.0,16625039000.0,0.0,96848.0,26.0,0,150000,0
0.0,0.0,479320450.0,150000.0,17104359000.0,0.0,96900.0,26.0,0,150000,0
0.0,0.0,479320450.0,150000.0,17583680000.0,0.0,96952.0,26.0,0,150000,0
0.0,0.0,479320450.0,160000.0,18063000000.0,0.0,94004.0,26.0,0,160000,0
0.0,0.0,522270100.0,160000.0,18585270000.0,0.0,95504.0,26.0,1,160000,0
0.0,0.0,475293920.0,120000.0,15929665000.0,0.0,71332.0,27.0,0,120000,0
0.0,0.0,475293920.0,120000.0,16404959000.0,0.0,72832.0,27.0,0,120000,0
0.0,0.0,475293920.0,120000.0,16880253000.0,0.0,74332.0,27.0,0,120000,0
0.0,0.0,475293920.0,120000.0,17355547000.0,0.0,75832.0,27.0,0,120000,0
0.0,0.0,475293920.0,120000.0,17830840000.0,0.0,77332.0,27.0,0,120000,0
0.0,0.0,475293920.0,120000.0,16404959000.0,0.0,72832.0,27.0,0,120000,0
0.0,0.0,475293920.0,120000.0,16880253000.0,0.0,74332.0,27.0,0,120000,0
0.0,0.0,475293920.0,120000.0,17355547000.0,0.0,75832.0,27.0,0,120000,0
0.0,0.0,475293920.0,120000.0,17830840000.0,0.0,77332.0,27.0,0,120000,0
0.0,0.0,475293920.0,120000.0,18306134000.0,0.0,78832.0,27.0,1,120000,0
0.0,0.0,475293920.0,130000.0,2851763500.0,0.0,70688.0,28.0,0,130000,0
0.0,0.0,475293920.0,130000.0,3327057400.0,0.0,70740.0,28.0,0,130000,0
0.0,0.0,475293920.0,130000.0,3802351400.0,0.0,70804.0,28.0,0,130000,0
0.0,0.0,475293920.0,130000.0,4277645300.0,0.0,70876.0,28.0,0,130000,0
0.0,0.0,475293920.0,130000.0,4752939000.0,0.0,70928.0,28.0,0,130000,0
0.0,0.0,475293920.0,130000.0,3327057400.0,0.0,70740.0,28.0,0,130000,0
0.0,0.0,475293920.0,130000.0,3802351400.0,0.0,70804.0,28.0,0,130000,0
0.0,0.0,475293920.0,130000.0,4277645300.0,0.0,70876.0,28.0,0,130000,0
0.0,0.0,475293920.0,130000.0,4752939000.0,0.0,70928.0,28.0,0,130000,0
0.0,0.0,475293920.0,130000.0,0.0,0.0,72428.0,28.0,1,130000,0
1.0,150000.0,0.0,80000.0,0.0,0.0,6000.0,0.0,0,80000,0
1.0,150000.0,0.0,80000.0,0.0,0.0,7500.0,0.0,0,80000,0
1.0,150000.0,0.0,80000.0,0.0,0.0,9000.0,0.0,0,80000,0
1.0,150000.0,0.0,80000.0,0.0,0.0,10500.0,0.0,0,80000,0
0.0,0.0,561193300.0,140000.0,7169511000.0,0.0,69804.0,29.0,0,140000,0
1.0,150000.0,0.0,80000.0,0.0,0.0,7500.0,0.0,0,80000,0
1.0,150000.0,0.0,80000.0,0.0,0.0,9000.0,0.0,0,80000,0
1.0,150000.0,0.0,80000.0,0.0,0.0,10500.0,0.0,0,80000,0
